;;;;;;;
Anexo I - FDCA Fundos Habilitados 2023;;;;;;;
;;;;;;;
N�;CNPJ;IBGE;UF;Munic�pio/Estado;Banco;Ag�ncia;Conta
1066;19158315000190;3140308;MG;Marli�ria;001;2864;00000000000000574252
1067;17475593000145;3140506;MG;Martinho Campos;104;3816;00000000000000000322
1068;18813270000187;3140555;MG;Mata Verde;104;0606;00000000000000406577
1069;19787590000172;3140605;MG;Materl�ndia;001;2557;0000000000000015671X
1070;19008691000106;3140704;MG;Mateus Leme;001;2288;00000000000000250201
1071;31197803000101;3171501;MG;Mathias Lobato;001;0166;00000000000001243721
1072;21101926000143;3140803;MG;Matias Barbosa;104;4383;00000000000000000241
1073;25279298000141;3140852;MG;Matias Cardoso;001;9458;00000000000000281778
1074;32022470000142;3140902;MG;Matip�;001;2289;00000000000000195782
1075;29321524000166;3141009;MG;Mato Verde;001;1331;00000000000000213063
1076;18951937000108;3141108;MG;Matozinhos;104;1436;00000000000000001077
1077;26527939000100;3141207;MG;Matutina;001;0483;00000000000000382493
1078;03700813000182;3141405;MG;Medina;104;1740;00000000000000003811
1079;21270751000106;3141603;MG;Merc�s;001;2297;00000000000000134880
1080;19762047000110;3141702;MG;Mesquita;001;4199;00000000000001155886
1081;17839111000199;3141801;MG;Minas Novas;001;1097;00000000000000235741
1082;28363535000146;3142106;MG;Miradouro;001;2303;00000000000000151343
1083;21340387000103;3142205;MG;Mira�;001;1098;00000000000000154172
1084;23119501000197;3142254;MG;Mirav�nia;001;0945;00000000000000272825
1085;18750464000180;3142403;MG;Moema;104;1060;00000000000000003858
1086;31749191000112;3142601;MG;Monsenhor Paulo;001;3217;00000000000000102326
1087;25115830000195;3142700;MG;Montalv�nia;001;8202;00000000000000019666
1088;24236547000159;3142809;MG;Monte Alegre de Minas;104;1121;00000000000000002879
1089;18248887000105;3142908;MG;Monte Azul;001;2790;00000000000000188387
1090;26336733000195;3143005;MG;Monte Belo;001;2322;00000000000000159948
1091;18786704000105;3143104;MG;Monte Carmelo;001;0366;00000000000000292125
1092;20749564000139;3143203;MG;Monte Santo de Minas;001;0952;00000000000000206822
1093;19503039000150;3143401;MG;Monte Si�o;104;1688;00000000000000001191
1094;18631305000167;3143302;MG;Montes Claros;104;0132;00000000000000005930
1095;41918217000162;3143450;MG;Montezuma;001;1334;00000000000000312266
1096;23653381000103;3143500;MG;Morada Nova de Minas;001;3809;00000000000000122645
1097;21202351000155;3143609;MG;Morro da Gar�a;001;0103;00000000000000546666
1098;29285971000107;3143708;MG;Morro do Pilar;001;0591;00000000000000327026
1099;27265599000141;3143807;MG;Munhoz;001;1670;00000000000000149985
1100;04843016000117;3143906;MG;Muria�;104;0133;00000000000000001735
1101;10256452000192;3144102;MG;Muzambinho;001;0654;00000000000000140007
1102;30485057000199;3144300;MG;Nanuque;001;0480;00000000000000364339
1103;19096333000194;3144359;MG;Naque;001;1009;00000000000000970069
1104;28719598000192;3144409;MG;Nat�rcia;001;4063;00000000000000134112
1105;46886505000104;3144508;MG;Nazareno;001;0364;0000000000000109534X
1106;20639784000100;3144607;MG;Nepomuceno;104;3526;00000000000000000911
1107;21182305000131;3144706;MG;Nova Era;001;3225;00000000000000212377
1108;18817543000161;3144805;MG;Nova Lima;104;0134;00000000000000001536
1109;34243605000125;3144904;MG;Nova M�dica;001;2161;00000000000000318655
1110;19073472000100;3145000;MG;Nova Ponte;104;4345;00000000000000000341
1111;30903904000198;3145109;MG;Nova Resende;001;2353;00000000000000153966
1112;05198628000167;3145208;MG;Nova Serrana;104;2257;00000000000000000712
1113;35020446000162;3136603;MG;Nova Uni�o;001;1694;00000000000000246875
1114;21387871000180;3145372;MG;Novorizonte;001;0976;00000000000000335037
1115;20845312000103;3145406;MG;Olaria;001;2251;0000000000000021499X
1116;19097615000106;3145604;MG;Oliveira;001;0443;00000000000000263168
1117;21181464000111;3145802;MG;On�a de Pitangui;104;1700;00000000000000002060
1118;18722446000195;3145851;MG;Orat�rios;104;0146;00000000000000005391
1119;14805499000119;3145901;MG;Ouro Branco;001;2372;00000000000000258423
1120;18237127000194;3146008;MG;Ouro Fino;001;0205;00000000000000233269
1121;13579436000129;3146107;MG;Ouro Preto;001;0473;0000000000000116287X
1122;19901193000180;3146255;MG;Padre Carvalho;001;0976;00000000000000327697
1123;20810254000182;3146552;MG;Pai Pedro;001;0692;00000000000000278246
1124;18786307000125;3146503;MG;Pains;001;2381;00000000000000240001
1125;21362313000160;3146701;MG;Palma;104;0608;00000000000000065635
1126;19124021000147;3147105;MG;Par� de Minas;001;0292;00000000000000674753
1127;97526138000160;3147006;MG;Paracatu;104;0138;00000000000000001864
1128;24420100000135;3147204;MG;Paragua�u;104;0139;00000000000000001355
1129;04051382000133;3147303;MG;Parais�polis;104;1699;00000000000000002104
1130;19040488000109;3147402;MG;Paraopeba;001;2404;00000000000000099910
1131;20996270000101;3147600;MG;Passa Quatro;104;0140;00000000000000001571
1132;46941424000151;3147709;MG;Passa Tempo;001;2411;00000000000000151297
1133;33597589000106;3147501;MG;Passab�m;001;2584;0000000000000018943X
1134;19403429000158;3147907;MG;Passos;001;0194;00000000000000587206
1135;19696530000144;3147956;MG;Patis;001;2301;00000000000000180580
1136;15777946000136;3148004;MG;Patos de Minas;001;0190;00000000000000588423
1137;04168809000188;3148103;MG;Patroc�nio;104;0143;00000000000005018890
1138;32278260000110;3148301;MG;Paula C�ndido;104;0164;00000000000000710581
1139;23652970000177;3148608;MG;Pe�anha;001;1111;00000000000000282685
1140;31725911000100;3148707;MG;Pedra Azul;001;0213;00000000000000241490
1141;29984931000153;3149002;MG;Pedra Dourada;001;0026;00000000000000387053
1142;21276777000153;3149101;MG;Pedralva;001;2424;00000000000000119881
1143;21230273000100;3149200;MG;Pedrin�polis;001;4069;0000000000000009806X
1144;29766829000181;3149309;MG;Pedro Leopoldo;001;0961;00000000000000510521
1145;21945278000101;3149408;MG;Pedro Teixeira;001;2251;00000000000000214981
1146;44178674000156;3149507;MG;Pequeri;001;1740;00000000000000262226
1147;14152642000110;3149804;MG;Perdizes;001;1332;00000000000000170542
1148;22036972000179;3149903;MG;Perd�es;001;2433;00000000000000154687
1149;19177584000101;3149952;MG;Periquito;104;3234;00000000006000710016
1150;19515128000116;3150109;MG;Piau;001;3896;00000000000000099007
1151;20052290000124;3150505;MG;Pimenta;001;0968;00000000000000354317
1152;19164414000184;3150539;MG;Pingo-d'�gua;001;0177;00000000000000627534
1153;13774073000182;3150604;MG;Piracema;001;3808;00000000000000086282
1154;20983133000132;3150703;MG;Pirajuba;104;4955;00000000000000000305
1155;20939805000102;3150901;MG;Pirangu�u;104;0121;00000000000000004810
1156;17966101000114;3151008;MG;Piranguinho;104;0121;00000000000000003767
1157;32184354000120;3151107;MG;Pirapetinga;104;1487;00000000000000710254
1158;20866708000137;3151206;MG;Pirapora;104;0609;00000000000000003336
1159;47061688000183;3151305;MG;Pira�ba;001;2458;0000000000000017923X
1160;05564713000100;3151404;MG;Pitangui;104;1700;00000000000000000350
1161;19089985000100;3151503;MG;Piumhi;001;0968;00000000000000360023
1162;31725387000177;3151602;MG;Planura;001;3267;00000000000000165042
1163;35021149000131;3151701;MG;Po�o Fundo;001;2470;0000000000000016562X
1164;17843716000153;3151800;MG;Po�os de Caldas;104;0145;00000000000000000793
1165;19155782000166;3152006;MG;Pomp�u;001;2475;00000000000000263109
1166;19181285000132;3152105;MG;Ponte Nova;001;0088;00000000000000419818
1167;17969566000129;3152170;MG;Ponto dos Volantes;001;2163;00000000000000209686
1168;17995682000112;3152204;MG;Porteirinha;004;0042;00000000000000030668
1169;19544079000140;3152501;MG;Pouso Alegre;104;0147;00000000000000061103
1170;25261725000164;3152600;MG;Pouso Alto;001;3162;00000000000000199826
1171;15317881000146;3152808;MG;Prata;001;0650;00000000000000161136
1172;19091169000122;3152907;MG;Prat�polis;104;1748;00000000000000001880
1173;43315446000118;3153004;MG;Pratinha;001;0927;00000000000000238872
1174;23697124000173;3153400;MG;Presidente Oleg�rio;001;1333;00000000000000231215
1175;26958307000193;3153608;MG;Prudente de Morais;104;2775;00000000000000710120
1176;31584391000162;3153707;MG;Quartel Geral;104;0266;00000000000000193623
1177;17048831000136;3153905;MG;Raposos;001;2350;00000000000000342327
1178;20799252000130;3154200;MG;Resende Costa;001;2522;00000000000000500178
1179;23169471000123;3154309;MG;Resplendor;001;0468;00000000000000228400
1180;21271148000130;3154606;MG;Ribeir�o das Neves;001;2532;00000000000000443611
1181;16752711000152;3154804;MG;Rio Acima;104;0134;00000000000000001285
1182;33247419000100;3154903;MG;Rio Casca;001;2538;00000000000000143871
1183;37288125000179;3155108;MG;Rio do Prado;001;1125;00000000000000183407
1184;29102637000170;3155009;MG;Rio Doce;104;0146;00000000000000007114
1185;44823710000197;3155306;MG;Rio Manso;001;4581;00000000000000138398
1186;21422972000144;3155405;MG;Rio Novo;001;2544;00000000000000175412
1187;18060412000182;3155504;MG;Rio Parana�ba;104;4382;00000000000000000351
1188;21267478000152;3155603;MG;Rio Pardo de Minas;001;1334;00000000000000257427
1189;29218942000122;3155702;MG;Rio Piracicaba;001;2546;00000000000000205451
1190;26459474000190;3155801;MG;Rio Pomba;104;1123;00000000000000004473
1191;27531371000156;3155900;MG;Rio Preto;001;4034;00000000000000125482
1192;18169852000172;3156007;MG;Rio Vermelho;104;0707;00000000000000710345
1193;20998974000113;3156106;MG;Rit�polis;001;0162;00000000000000670715
1194;26120220000142;3156304;MG;Rodeiro;001;3828;00000000000000590185
1195;29106295000167;3156403;MG;Romaria;104;0709;00000000000000710826
1196;11377979000138;3156452;MG;Ros�rio da Limeira;001;0286;00000000000000548081
1197;24645445000197;3156502;MG;Rubelita;001;0976;00000000000000210935
1198;24932638000129;3156601;MG;Rubim;001;1125;00000000000000168041
1199;21034117000166;3156700;MG;Sabar�;001;2556;0000000000000024418X
1200;18949646000185;3156809;MG;Sabin�polis;001;2557;00000000000000151130
1201;27883936000164;3156908;MG;Sacramento;001;0455;00000000000000209392
1202;17834014000103;3157005;MG;Salinas;104;1830;00000000000000004019
1203;31305894000151;3157104;MG;Salto da Divisa;104;1745;00000000000000710353
1204;15095974000173;3157203;MG;Santa B�rbara;001;2570;00000000000000280186
1205;19098114000144;3157252;MG;Santa B�rbara do Leste;104;0106;00000000000000007493
1206;35024696000170;3157609;MG;Santa F� de Minas;001;2662;00000000000000175021
1207;20600138000139;3157807;MG;Santa Luzia;104;1066;00000000000000003745
1208;22934378000103;3158003;MG;Santa Maria de Itabira;001;2584;00000000000000179027
1209;32183003000102;3158201;MG;Santa Maria do Sua�u�;001;0489;00000000000000282049
1210;05914899000171;3159209;MG;Santa Rita de Caldas;001;2588;00000000000000117471
1211;31362905000135;3159308;MG;Santa Rita de Jacutinga;001;4034;00000000000000129232
1212;27443952000136;3159357;MG;Santa Rita de Minas;104;0106;00000000000000710097
1213;47361412000110;3159506;MG;Santa Rita do Itueto;001;0468;00000000000000274755
1214;18817093000107;3159605;MG;Santa Rita do Sapuca�;001;0872;00000000000000336920
1215;25106438000180;3159704;MG;Santa Rosa da Serra;104;4535;00000000000000710570
1216;18778862000105;3159803;MG;Santa Vit�ria;104;1124;00000000000000000368
1217;31620044000148;3158300;MG;Santana da Vargem;001;2599;00000000000000114111
1218;28839137000153;3158409;MG;Santana de Cataguases;001;0025;00000000000000443271
1219;34213422000167;3158805;MG;Santana do Jacar�;104;0148;00000000000000710142
1220;26309943000194;3158953;MG;Santana do Para�so;001;1009;00000000000001075926
1221;35254161000196;3159001;MG;Santana do Riacho;001;2241;00000000000000510750
1222;34336530000127;3159902;MG;Santo Ant�nio do Amparo;001;2601;00000000000000159182
1223;18125905000153;3160009;MG;Santo Ant�nio do Aventureiro;001;0356;00000000000000369462
1224;22623865000147;3160108;MG;Santo Ant�nio do Grama;001;2538;00000000000000121827
1225;34711979000128;3160207;MG;Santo Ant�nio do Itamb�;001;1145;00000000000000238147
1226;23089233000108;3160306;MG;Santo Ant�nio do Jacinto;001;2602;00000000000000165360
1227;21045419000130;3160405;MG;Santo Ant�nio do Monte;104;2743;00000000000000004434
1228;28330100000103;3160504;MG;Santo Ant�nio do Rio Abaixo;001;2584;00000000000000178667
1229;19322757000120;3160702;MG;Santos Dumont;001;0462;0000000000000029327X
1230;19078560000197;3160900;MG;S�o Br�s do Sua�u�;104;1044;00000000000000008259
1231;20890172000195;3160959;MG;S�o Domingos das Dores;104;1491;00000000000000003592
1232;20709530000110;3161007;MG;S�o Domingos do Prata;001;2615;00000000000000179663
1233;18003779000164;3161106;MG;S�o Francisco;001;0494;00000000000000297291
1234;34531305000141;3161205;MG;S�o Francisco de Paula;001;0443;0000000000000054731X
1235;28972141000195;3161304;MG;S�o Francisco de Sales;001;0853;00000000000003004198
1236;30531383000195;3161403;MG;S�o Francisco do Gl�ria;001;0026;00000000000000413771
1237;19423660000103;3161700;MG;S�o Gon�alo do Abaet�;001;2621;00000000000000300004
1238;21388544000142;3161809;MG;S�o Gon�alo do Par�;001;4341;00000000000000215406
1239;20193446000197;3161908;MG;S�o Gon�alo do Rio Abaixo;104;3377;00000000000000000599
1240;17857851000158;3162401;MG;S�o Jo�o da Ponte;001;2634;00000000000000230898
1241;21378988000105;3162500;MG;S�o Jo�o del Rei;001;0162;0000000000000084263X
1242;19059714000101;3162609;MG;S�o Jo�o do Oriente;001;2632;00000000000000107115
1243;21266909000166;3162658;MG;S�o Jo�o do Pacu�;001;0533;00000000000000286540
1244;19035622000183;3162708;MG;S�o Jo�o do Para�so;001;2633;00000000000000240001
1245;23539971000100;3162906;MG;S�o Jo�o Nepomuceno;001;0560;00000000000000252689
1246;42024490000106;3162922;MG;S�o Joaquim de Bicas;001;3873;00000000000000212121
1247;21297377000124;3162948;MG;S�o Jos� da Barra;001;4431;00000000000000120723
1248;28932174000101;3162955;MG;S�o Jos� da Lapa;001;7134;00000000000000078638
1249;19968268000140;3163003;MG;S�o Jos� da Safira;001;0166;00000000000001312987
1250;19268110000167;3163409;MG;S�o Jos� do Goiabal;001;2615;0000000000000021146X
1251;19297298000171;3163508;MG;S�o Jos� do Jacuri;001;5662;00000000000000091200
1252;34814068000126;3163904;MG;S�o Pedro da Uni�o;001;3898;00000000000000093211
1253;46311457000118;3164209;MG;S�o Rom�o;001;2661;00000000000000180327
1254;21631639000145;3164308;MG;S�o Roque de Minas;001;0968;00000000000000373699
1255;33345754000132;3164431;MG;S�o Sebasti�o da Vargem Alegre;001;1098;00000000000000170712
1256;17880512000192;3164506;MG;S�o Sebasti�o do Maranh�o;001;0489;00000000000000266663
1257;28829584000121;3164605;MG;S�o Sebasti�o do Oeste;001;3727;00000000000001245708
1258;19124647000153;3164704;MG;S�o Sebasti�o do Para�so;104;0153;00000000000000001459
1259;31898410000125;3164803;MG;S�o Sebasti�o do Rio Preto;001;2584;00000000000000205389
1260;21245098000117;3165008;MG;S�o Tiago;001;2666;00000000000000139262
1261;33631630000113;3165107;MG;S�o Tom�s de Aquino;001;3988;00000000000000011570
1262;18725636000166;3165305;MG;S�o Vicente de Minas;001;3807;00000000000000063665
1263;10901280000162;3165404;MG;Sapuca�-Mirim;001;1848;00000000000000062383
1264;19009386000120;3165503;MG;Sardo�;001;2780;00000000000000248320
1265;20920598000144;3165537;MG;Sarzedo;001;7135;00000000000000063959
1266;24366146000113;3165602;MG;Senador Cortes;104;1488;00000000000000003057
1267;19971279000189;3166006;MG;Senhora de Oliveira;104;0127;00000000000000000612
1268;33027328000150;3166105;MG;Senhora do Porto;001;0397;00000000000000438677
1269;39354930000189;3166501;MG;Serra Azul de Minas;001;1145;00000000000000165166
1270;18665872000134;3166808;MG;Serra do Salitre;001;4419;00000000000000085103
1271;20808450000112;3166956;MG;Serran�polis de Minas;001;0692;00000000000000315451
1272;00388449000179;3167202;MG;Sete Lagoas;104;0154;00000000000000001470
1273;28904154000127;3167707;MG;Sobr�lia;001;1154;00000000000000259489
1274;43825741000114;3167905;MG;Tabuleiro;001;0487;00000000000000206644
1275;21599202000171;3168002;MG;Taiobeiras;104;3411;00000000000000000819
1276;20794629000168;3168101;MG;Tapira;104;0097;00000000000000001781
1277;35561354000190;3168309;MG;Taquara�u de Minas;001;2582;00000000000000707678
1278;25033487000130;3168507;MG;Teixeiras;001;2716;00000000000000170739
1279;18165925000158;3168606;MG;Te�filo Otoni;104;0155;00000000000000009132
1280;17834205000175;3168705;MG;Tim�teo;104;1462;00000000000000000315
1281;30413119000157;3168804;MG;Tiradentes;001;0162;00000000000000099044
1282;24104449000168;3168903;MG;Tiros;001;0483;00000000000000358096
1283;37635630000142;3169000;MG;Tocantins;104;3650;00000000000000710301
1284;31684777000146;3169208;MG;Tombos;001;2483;00000000000000253448
1285;20310531000198;3169307;MG;Tr�s Cora��es;001;0012;00000000000000683558
1286;18093152000141;3169406;MG;Tr�s Pontas;001;0421;00000000000000283363
1287;32821777000103;3169505;MG;Tumiritinga;001;0607;00000000000000266552
